"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/3d/Map02/ground_grass_BaseColor_Utility_-_sRGB_-_Texture_Mat.ground_grass_BaseColor_Utility_-_sRGB_-_Texture_Mat","0","0","19","1","0.000000","0","0"
"/Game/3d/Map/Arene/pillar_pilalr_tex_BaseColor_Utility_-_sRGB_-_Texture_Mat_2.pillar_pilalr_tex_BaseColor_Utility_-_sRGB_-_Texture_Mat_2","0","0","35","1","0.000000","0","0"
"/Game/3d/Map/Arene/pillar_pilalr_tex_BaseColor_Utility_-_sRGB_-_Texture_Mat.pillar_pilalr_tex_BaseColor_Utility_-_sRGB_-_Texture_Mat","0","0","23","1","0.000000","0","0"
"/Game/3d/Map/Arene/bricks_low_bricks_tex_BaseColor_Utility_-_sRGB_-_Texture_Mat.bricks_low_bricks_tex_BaseColor_Utility_-_sRGB_-_Texture_Mat","0","0","23","1","0.000000","0","0"
"/Game/3d/Map/Arene/brase_low_base_arene_tex_BaseColor_Utility_-_sRGB_-_Texture_Mat.brase_low_base_arene_tex_BaseColor_Utility_-_sRGB_-_Texture_Mat","0","0","23","1","0.000000","0","0"
"/Game/3d/Map/Arene/Wall_Mat.Wall_Mat","0","0","25","1","0.000000","0","0"
"/Game/3d/laststuff/tombe_tomb_tex_AlbedoTransparency_Utility_-_sRGB_-_Texture_Mat.tombe_tomb_tex_AlbedoTransparency_Utility_-_sRGB_-_Texture_Mat","0","0","23","1","0.000000","0","0"
"/Game/3d/laststuff/Lune_lune_tex_BaseColor_Utility_-_sRGB_-_Texture_Mat.Lune_lune_tex_BaseColor_Utility_-_sRGB_-_Texture_Mat","0","0","4","1","0.000000","0","0"
"/Game/3d/Cha/Titan/Titan_New_Mat/Titan_Phase2_Mat.Titan_Phase2_Mat","0","0","42","1","0.000000","0","0"
"/Game/3d/Cha/Titan/Titan_New_Mat/Titan_Phase1_Mat.Titan_Phase1_Mat","0","0","42","1","0.000000","0","0"
"/Game/3d/Cha/Titan/hammer_mat.hammer_mat","0","0","14","1","0.000000","0","0"
"/Game/3d/Cha/Sasuke/Sasuke_mat.Sasuke_mat","0","0","89","1","0.000000","0","0"
"/Game/3d/Cha/Sasuke/katana_mat.katana_mat","0","0","14","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","6","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","43","1","0.000000","0","0"
"/Game/VFX/_Shared/Materials/Source/M_UI_StaminaBar.M_UI_StaminaBar","0","0","16","1","0.000000","0","0"
"/Game/VFX/_Shared/Materials/Source/M_PP_Deflect.M_PP_Deflect","0","0","11","1","0.000000","0","0"
"/Game/VFX/MDecal_FakeFog.MDecal_FakeFog","0","0","29","1","0.000000","0","0"
"/Game/VFX/Materials/PostPro/Source/PP_Outlines.PP_Outlines","0","0","6","1","0.000000","0","0"
"/Game/lighthouse/materials/PP_main_lines.PP_main_lines","0","0","6","1","0.000000","0","0"
"/Game/VFX/Effects/PP_M_Distortion.PP_M_Distortion","0","0","6","1","0.000000","0","0"
"/Game/Environment/Grass/Grass_base_Mat.Grass_base_Mat","0","0","84","1","0.000000","0","0"
"/Game/3d/New_Map/Bamboo_feuilles.Bamboo_feuilles","0","0","60","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","4","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","0","62","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","0","88","1","0.000000","0","0"
"/Game/Environment/Landscape_Material.Landscape_Material","0","0","199","4","0.000000","0","0"
"/Game/VFX/_Shared/Materials/Source/M_VFX_AdvPrt_UI.M_VFX_AdvPrt_UI","0","0","61","1","0.000000","0","0"
"/Game/VFX/_Shared/Materials/Source/M_VFX_AdvPrt.M_VFX_AdvPrt","0","0","1086","13","0.000000","0","738"
"/Game/VFX/_Shared/Materials/Source/M_PP_TakesDmg.M_PP_TakesDmg","0","0","11","1","0.000000","0","0"
"/Game/VFX/_Shared/Materials/Source/M_PP_Stunned.M_PP_Stunned","0","0","11","1","0.000000","0","0"
"/Game/VFX/test/M_TestBo.M_TestBo","0","0","63","2","0.000000","0","0"
"/Game/VFX/M_TestBo.M_TestBo","0","0","51","1","0.000000","0","0"
"/Game/Imports/Characters/Mannequin_UE4/Materials/M_MannequinUE4_Body.M_MannequinUE4_Body","0","0","178","2","0.000000","0","0"
"/Game/Environment/Tuto/PP_hatching.PP_hatching","0","0","6","1","0.000000","0","0"
"/Game/Imports/Characters/Mannequins/Materials/M_Mannequin.M_Mannequin","0","0","144","3","0.000000","0","0"
"/Game/Imports/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","0","0","92","4","0.000000","0","0"
"/Game/VFX/test/M_TestPos.M_TestPos","0","0","46","2","0.000000","0","0"
"/Game/VFX/Materials/PostPro/Source/PP_PaintedDistortion.PP_PaintedDistortion","0","0","6","1","0.000000","0","0"
"/Game/VFX/Materials/PostPro/Source/PP_Desaturation.PP_Desaturation","0","0","6","1","0.000000","0","0"
"/Game/VFX/Materials/PostPro/Source/PP_CeilColors.PP_CeilColors","0","0","6","1","0.000000","0","0"
"/Game/lighthouse/materials/PP_bg_colors_MY.PP_bg_colors_MY","0","0","6","1","0.000000","0","0"
"/Game/lighthouse/materials/PP_bg_colors.PP_bg_colors","0","0","6","1","0.000000","0","0"
"/Game/lighthouse/materials/PP_add_crossHatching.PP_add_crossHatching","0","0","6","1","0.000000","0","0"
"/Game/lighthouse/materials/M_water.M_water","0","0","42","1","0.000000","0","0"
"/Engine/OpenWorldTemplate/LandscapeMaterial/M_ProcGrid.M_ProcGrid","0","0","46","2","0.000000","0","0"
"/Game/VFX/Effects/Toon/PostProcessing/PP_M_Hatch.PP_M_Hatch","0","0","6","1","0.000000","0","0"
